id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
8841337,The Tree House,46300912,Robin,28806,35.57256368,-82.60329763,Private room,100,1,7,12/1/2015,1.16,1,363
3095136,Spivey Mountain Cabin w/Hot Tub!!,15694798,Josh,28806,35.59519406,-82.63966682,Entire home/apt,165,1,101,3/5/2016,4.32,3,309
768598,Beautiful Private Studio Apartment,4054572,Edward & Meredith,28806,35.5836641,-82.57869847,Entire home/apt,150,2,52,1/2/2016,1.29,1,363
7064317,Thistledo- Cozy 1 Bedr. Private Apt,37039251,Vicki,28806,35.61641209,-82.64220098,Entire home/apt,78,2,19,2/15/2016,1.95,1,325
11259371,Artsy Eclectic Little House,5620417,Becky,28806,35.60383419,-82.59913721,Entire home/apt,79,1,4,4/6/2016,4,1,34
12310425,Haywood House Asheville,64613905,Haywood,28806,35.57953635,-82.59676349,Entire home/apt,325,3,0,,,1,343
4984181,Bent Creek: Trails Out Your Door!,25457925,Dawn,28806,35.50705479,-82.60913812,Entire home/apt,90,2,42,4/12/2016,2.95,1,340
12325459,Master bedroom with Jacuzzi tub,57405998,Cody,28806,35.58374824,-82.60733819,Private room,50,1,0,,,2,128
6566070,Sunny West Avl Bungalow,34345324,Roni,28806,35.57870371,-82.59378974,Entire home/apt,160,2,32,4/17/2016,3.06,1,340
1325364,West Asheville Townhouse,7193579,Julie,28806,35.57827474,-82.58891497,Private room,75,1,97,4/17/2016,5.54,1,354
11291801,Blueberry Hill log cabin,44117628,Kelly,28806,35.59640159,-82.65603839,Entire home/apt,165,2,1,4/14/2016,1,1,329
2943116,New West Asheville Apartment,15025836,Robert,28806,35.55450006,-82.62439992,Entire home/apt,100,2,63,4/11/2016,2.68,1,4
2949571,Happy Haven  ~ Eco Artist Sanctuary,15056995,Celeste & Esiris,28806,35.59592698,-82.62810471,Entire home/apt,94,1,79,4/10/2016,3.39,1,352
11343133,Colorful Energy Art-Filled Bedroom,14087661,Nina,28806,35.57292109,-82.57647418,Private room,45,2,7,4/19/2016,5.38,1,266
10298936,West Asheville - King beds + VIEWS,9216883,Shawn,28806,35.60929459,-82.63310966,Private room,39,1,16,4/18/2016,8,3,347
3990524,Sweet room in W. Asheville bungalow,1676385,Pamella,28806,35.5800631,-82.58663286,Private room,45,1,51,4/11/2016,2.55,1,328
6813265,bedrm in heart of west asheville,31436003,Mildred (I Go By Lee),28806,35.58079715,-82.59532918,Private room,58,2,26,3/28/2016,2.58,1,360
1950593,Crescent Moon Cottage - W/Asheville,6510905,Cristina And Hal,28806,35.59444093,-82.58944833,Entire home/apt,110,2,86,4/4/2016,3.85,2,239
6150459,Bungalow in Walkable West Asheville,6676667,Elizabeth,28806,35.57728034,-82.602993,Entire home/apt,199,2,13,4/4/2016,1.24,2,197
11396796,Boutique apt in West Asheville,9010580,Neal And Alyssa,28806,35.57528607,-82.57877688,Entire home/apt,70,1,6,4/17/2016,3,1,43
5114762,Charming Bungalow    Two Room Suite,21362898,Susan,28806,35.58071509,-82.59572658,Private room,80,1,83,4/15/2016,5.66,1,67
3018908,Inn on Westwood - Bennett Suite Avl,14991088,"Robert, Caroline, And Molly",28806,35.58047927,-82.57869629,Entire home/apt,215,2,33,4/10/2016,2.08,2,343
5464591,Artsy/Zen Bungalow in W. Asheville!,28342264,Kristin,28806,35.57510398,-82.59686212,Entire home/apt,300,1,49,4/11/2016,3.68,1,322
12468460,New Listing: Studio in West AVL,4157867,Emily,28806,35.56983694,-82.59389675,Entire home/apt,60,2,0,,,1,162
7276342,City View Apartment,27501803,Ashley,28806,35.58612595,-82.61309465,Entire home/apt,75,1,77,4/6/2016,8.05,1,340
6271061,Vacation in cohousing community!,714507,Hany,28806,35.57309738,-82.59970181,Entire home/apt,70,21,0,,,1,0
10476149,Great Location in West Asheville,26640753,Kristy,28806,35.596994,-82.58817011,Entire home/apt,150,2,1,1/18/2016,0.31,2,227
2014453,Nature Lover's Retreat W/Asheville,6510905,Cristina And Hal,28806,35.59356576,-82.58993258,Entire home/apt,105,2,234,4/14/2016,8.26,2,242
817865,Yurt! Asheville Glamping! Heat & AC,4295819,Joanna And Josh,28806,35.61713908,-82.58835725,Entire home/apt,160,2,21,3/23/2016,0.61,4,288
5152307,W. Asheville Studio on main strip,26640753,Kristy,28806,35.57901132,-82.59215144,Entire home/apt,135,2,7,8/11/2015,0.5,2,180
9884274,Cozy single bed in West Asheville.,7981022,Walter,28806,35.57073964,-82.57120385,Private room,37,2,15,4/11/2016,3.85,2,358
1497710,1BR btwn D-town & WAVL w/ hot tub,2326321,Jeff & Ann-Marie,28806,35.57144843,-82.57501812,Private room,85,1,60,4/17/2016,1.83,1,27
3089882,The Den - Forest Edge Eco-Suite,5581771,Jeremy,28806,35.57419645,-82.62603703,Private room,55,1,77,4/15/2016,3.31,1,362
6765734,Female Dorm at Sharky's Hostel,746673,BonPaul,28806,35.57811966,-82.59480202,Shared room,24,1,25,4/6/2016,2.68,6,359
6765832,"Private Room ""Hitchcock"" BPS Hostel",746673,BonPaul,28806,35.57774666,-82.59626962,Private room,72,1,5,8/29/2015,0.47,6,364
4145255,Colorful & Artistic W. Ashev. Home,21504355,Sarah And Russ,28806,35.57670063,-82.57045632,Private room,69,2,65,10/25/2015,3.4,1,0
3575037,"Sweet spot, bedroom in W. Asheville",18001156,Robyn,28806,35.57581605,-82.57187492,Private room,50,1,11,4/17/2016,1.47,2,350
1004031,Lil' Happy Shack and Garden Goulash,5522269,Bill And Monica,28806,35.57484846,-82.57998162,Private room,95,3,62,10/30/2015,1.7,1,226
12021529,Carriage House Apartment,64322125,Beverly,28806,35.57995375,-82.6082663,Entire home/apt,175,1,0,,,1,357
7839268,Come vacation in West Asheville!,12610486,Jennifer,28806,35.57610004,-82.58981025,Entire home/apt,150,3,18,4/17/2016,2.2,1,281
7850593,Eclectic bedroom in West Asheville,1834585,Christina,28806,35.57458987,-82.62413765,Private room,39,2,48,4/18/2016,5.83,2,353
6805663,West Asheville Woodland Retreat,8363482,Santina,28806,35.56744097,-82.61869902,Private room,72,1,28,4/10/2016,2.79,2,81
6813187,Nana Lynn's Bungalow,34905901,Lynn,28806,35.56994227,-82.58954017,Entire home/apt,80,1,1,7/12/2015,0.1,1,0
4304361,Nana's Nest 2,637074,Johanna,28805,35.58645301,-82.50308553,Private room,70,2,7,4/17/2016,0.38,4,325
8310318,Studio apartment in tranquil settin,1292070,Annie,28805,35.59733947,-82.50868853,Private room,65,3,2,10/26/2015,0.32,2,146
634319,Private Asheville Cabin Apartment ,1202653,Jim And Jan,28805,35.62839459,-82.47988754,Entire home/apt,170,3,25,12/30/2015,0.59,1,346
12190310,Cheyenne and Aaron welcome you! :),65522025,Cheyenne,28805,35.62690893,-82.45548024,Private room,45,1,0,,,1,16
4279383,My Home on Teems Lane,22217139,Maurice,28805,35.59107548,-82.44947086,Private room,59,1,2,11/9/2014,0.11,1,0
8842798,Rejuvenating Room with River View,46308698,Amanda,28805,35.58628116,-82.46456197,Private room,69,1,5,12/13/2015,0.79,1,310
624166,Charming  Apartment on Private Land,3096603,Tara,28805,35.61927747,-82.45595271,Entire home/apt,79,2,118,3/9/2016,2.66,1,317
11195394,Cozy mountain retreat with views!,37451789,Skylar,28805,35.6336377,-82.46175066,Entire home/apt,92,1,9,4/11/2016,3.97,1,358
6829875,"Sweet, private, above-garage studio",35778919,Cara And Eric,28805,35.58775036,-82.490738,Private room,85,2,22,4/17/2016,2.24,1,340
4311472,Serene stay-4min away: dwntwn/play,22380549,Anita,28805,35.58888374,-82.51740135,Private room,75,1,51,4/10/2016,3.55,1,340
4304358,Nana's nest 3,637074,Johanna,28805,35.58734047,-82.50300666,Private room,60,2,5,8/9/2015,0.33,4,363
11180243,"SERENE, SPACIOUS , HISTORIC HOME!!",864804,Karen,28805,35.58911385,-82.53466454,Private room,75,2,0,,,2,365
4587394,Cozy Cabin 10 Minutes to DT AVL,16339042,Lori,28805,35.58711526,-82.4926609,Entire home/apt,130,2,91,4/11/2016,5.58,2,257
5929486,Private Lakefront Mother-in-Law Apt,30786266,Dawn,28805,35.58051961,-82.5301303,Entire home/apt,150,1,39,4/16/2016,5.11,1,305
6227094,Groove Stone Getaway,32297877,Louis,28805,35.57819092,-82.47712628,Entire home/apt,119,2,29,4/17/2016,2.55,1,264
1312301,Mid Century Modern Basement Apt..,7130739,Marta,28805,35.58247449,-82.49986742,Entire home/apt,70,3,33,4/19/2016,0.97,1,337
3454237,Asheville Mtn. Retreat,6619953,Becky,28805,35.59005727,-82.5041373,Entire home/apt,120,2,60,4/9/2016,2.75,1,329
8523449,Cabin 19.  7 min to downtown AVL,44879974,Gene,28805,35.58637747,-82.49274602,Entire home/apt,99,1,9,3/21/2016,1.45,3,308
12220617,The Kitty Loft,29950328,Ellie,28805,35.58504746,-82.4745122,Entire home/apt,30,14,0,,,7,135
554648,"Cozy Cottage, minutes from downtown",2669888,Maria,28805,35.58632565,-82.53714724,Entire home/apt,150,2,0,,,1,187
674894,Lovely mtn home with a view! 2,614610,Linda,28805,35.62272131,-82.5028542,Private room,50,2,71,4/5/2016,1.95,4,354
5532718,LUX B&B ~ HOT-TUB ~ VIEWS ~ AVL 2M,1994122,Marc & Fay,28805,35.61267661,-82.5239572,Private room,95,2,38,4/11/2016,3.04,4,350
2793430,Lovely mtn home with a view! 1,614610,Linda,28805,35.62189999,-82.50246015,Private room,79,2,6,10/26/2015,0.25,4,365
8533890,Cozy Room in Mountain Home,29950328,Ellie,28805,35.64245401,-82.47487723,Private room,35,1,9,4/7/2016,1.59,7,115
11452465,Beverly Hills East Coast,59792344,Rebecca,28805,35.58204468,-82.50044817,Private room,40,2,0,,,1,220
8193368,Cozy AVL Suite Near Everything,36614639,Kambra,28805,35.60002173,-82.50276859,Private room,99,2,15,4/18/2016,1.96,1,359
2213748,HOT-TUB ~ LUX B&B ~ VIEWS ~ DTN 2M,1994122,Marc & Fay,28805,35.61188243,-82.52587231,Private room,95,2,109,4/10/2016,4.27,4,362
6304427,Charming Country Farmhouse,32789975,Jodee,28805,35.63829596,-82.46234604,Entire home/apt,130,1,0,,,1,116
11573022,4th floor condo off Tunnel Rd.,61157847,Kenet,28805,35.58991468,-82.52898835,Private room,60,2,4,4/11/2016,3.08,2,21
180510,Serene Historic Home,864804,Karen,28805,35.58978562,-82.53413848,Private room,75,3,4,7/11/2015,0.18,2,365
4226713,Custom Craftsman-10 mins from town,21935451,Reed,28805,35.6176979,-82.50500312,Entire home/apt,420,2,27,3/22/2016,1.48,1,353
9445588,Comfortable Basement Apartment,29950328,Ellie,28805,35.6417762,-82.47682903,Entire home/apt,55,1,19,4/11/2016,3.8,7,347
11618840,Constitution Cottage,10032288,Alison,28805,35.62023056,-82.47768629,Entire home/apt,149,3,2,3/30/2016,1.82,1,134
11677327,Clean & Classic House on the Hill,25400284,Mike,28805,35.5904524,-82.45348458,Entire home/apt,175,3,2,3/28/2016,2,1,321
8486613,"LowerLevel Private bedroom , bath",44685188,Kathy,28805,35.59921357,-82.47588228,Private room,50,2,17,3/29/2016,2.48,1,317
3867523,Blue Ridge Cottage  5 Acre Forest,8625251,Doug,28805,35.58154835,-82.47873539,Entire home/apt,97,2,108,4/12/2016,5.42,1,278
5344892,Peaceful Mountainside Living ,5912974,Daniel,28805,35.62386831,-82.49281817,Private room,88,2,2,4/17/2016,2,1,182
4320996,Crescent Moon Cottage- Asheville NC,22434578,Becky,28805,35.58713395,-82.4904543,Entire home/apt,95,2,113,4/9/2016,6.16,1,300
1151149,Private Retreat Near Downtown,6297275,Lou,28805,35.58770282,-82.49744234,Private room,72,2,46,4/17/2016,3.22,1,40
8533404,Bright Bedroom with Amazing View!,29950328,Ellie,28805,35.64056656,-82.47605127,Private room,40,1,10,4/8/2016,1.73,7,115
8555124,Studio Apartment in Serene Setting.,11456130,Sandi,28805,35.61287985,-82.48152345,Entire home/apt,70,2,3,4/17/2016,0.48,1,314
5696919,Hidden getaway close to downtown!,29536562,Jessica,28805,35.58304346,-82.5381343,Entire home/apt,129,2,34,4/2/2016,2.71,1,355
6464944,"Riverbend ""Treehouse"" Studio",106067,Heather,28805,35.60530732,-82.46643254,Entire home/apt,80,1,67,4/17/2016,7.88,1,184
12264226,Apartment for the weekend,65459942,Dalia,28805,35.58677499,-82.52040125,Entire home/apt,175,1,0,,,1,363
9661460,Beautiful Mountain Home,29950328,Ellie,28805,35.64402697,-82.47454851,Entire home/apt,175,1,0,,,7,311
3372382,"Master Suite w/ whirlpool tub, king",17014946,Patrick,28805,35.61152366,-82.48037155,Private room,75,2,11,11/2/2015,0.59,4,103
1275224,LEFT BANK B&B - AN ARTISAN B&B,379759,Sam & Oksana,28805,35.58141754,-82.5382485,Entire home/apt,225,1,92,4/5/2016,4.62,1,164
246315,"Asheville Dreamer's Cabin , Hot Tub",1292070,Annie,28805,35.59635171,-82.50655071,Private room,65,3,43,8/31/2015,0.8,2,178
4928835,The Swannanoa River Rock House,14272100,Bland,28805,35.59931436,-82.46569698,Entire home/apt,175,3,14,3/10/2016,0.92,2,319
11730461,"4th Floor condominium-2 bed, 2 bath",61157847,Kenet,28805,35.58927925,-82.52751425,Entire home/apt,150,3,0,,,2,10
9651170,Cabin 17.  7 min to downtown AVL,44879974,Gene,28805,35.58615299,-82.49087587,Entire home/apt,99,1,1,1/2/2016,0.27,3,360
1297717,Lovely mtn home with a view! 3,614610,Linda,28805,35.62277226,-82.50214735,Entire home/apt,58,2,43,4/1/2016,1.29,4,327
9651318,Cabin 18. 7 min to downtown AVL,44879974,Gene,28805,35.58572858,-82.49129683,Entire home/apt,99,1,0,,,3,323
10684883,Private Mountain Hideaway in Town,6583971,Belinda,28805,35.58918703,-82.52590432,Private room,85,2,8,4/17/2016,3.58,1,103
3888845,GLAMPING Airstream B&B Lux Mtn View,1994122,Marc & Fay,28805,35.61248869,-82.52520237,Entire home/apt,95,2,84,4/15/2016,4.29,4,351
3402624,Rustic Cabin in Asheville Forest,14480896,Birgit,28805,35.63253581,-82.46793065,Entire home/apt,195,3,16,1/31/2016,0.81,2,191
259576,Contemporary Studio in Eco-Cottage,1362726,Julia,28805,35.61929386,-82.48114009,Entire home/apt,65,3,230,4/6/2016,4.31,1,211
4484272,"Newly renovated, 10 minutes to town",23265430,Kim,28805,35.61868964,-82.50685593,Entire home/apt,235,2,10,4/5/2016,1.05,1,311
1370539,"Beautiful, NEW 2 Bedroom Near Dwntn",1679592,Don,28805,35.59122154,-82.536078,Entire home/apt,189,2,113,4/5/2016,3.4,1,334
5143684,Quiet Spacious Family Home,25505537,Mike,28805,35.58132098,-82.5112437,Entire home/apt,150,2,11,4/4/2016,0.99,2,169
6686924,Mid Century Home Close DownTown,16339042,Lori,28805,35.58018087,-82.50570417,Entire home/apt,150,2,30,4/11/2016,3.05,2,328
405981,Downtown Beautiful Comfy Modern Apt,2023465,Valorie,28805,35.59643085,-82.53815488,Entire home/apt,130,1,160,4/2/2016,3.28,1,266
8799413,Asheville 5 min downtown. Vacation,46109359,Don,28805,35.58761829,-82.53585835,Entire home/apt,100,2,37,4/16/2016,5.69,1,277
11429569,Sommer Beech House,3869726,Jeanne,28805,35.64885495,-82.4728227,Entire home/apt,450,4,0,,,1,45
5772947,Gorgeous Mountain View 3BD,29950328,Ellie,28805,35.64188351,-82.47595078,Entire home/apt,120,1,40,4/18/2016,5.97,7,311
4285157,Nana's Nest,637074,Johanna,28805,35.58617996,-82.50220726,Private room,60,2,9,6/11/2015,0.48,4,356
6869894,Beauty & Peace in Asheville,4580875,Krys And Steve,28805,35.58229339,-82.4865773,Entire home/apt,75,1,58,4/18/2016,5.8,1,103
2790381,The River House Asheville,14272100,Bland,28805,35.59888729,-82.46485853,Entire home/apt,195,2,16,4/1/2016,1.11,2,310
5830892,Hiking & Nature Minutes to Downtown,25198720,Cooper,28805,35.65235813,-82.47559734,Private room,74,2,23,4/17/2016,1.84,1,365
7913589,Luxury  Close to downtown Views,41727732,Suzanne,28805,35.61467811,-82.5276985,Entire home/apt,169,4,0,,,2,169
4811980,Asheville Mountain Home ON RIVER!  ,24783818,Andy,28805,35.60543783,-82.46988354,Private room,90,2,56,4/7/2016,4.08,1,269
11477676,Farm School Cottage,60397758,Janet,28805,35.60832537,-82.46975147,Entire home/apt,184,2,5,4/17/2016,3.13,1,337
2751374,Lux Apt ~ B&B ~ HOT-TUB ~ Mtn Views,1994122,Marc & Fay,28805,35.61193535,-82.5252208,Entire home/apt,145,3,101,4/11/2016,4.21,4,332
3812545,"Peaceful, Spacious Mountain Retreat",19600149,Jenna And Chris,28805,35.61254115,-82.47408919,Entire home/apt,175,1,116,4/17/2016,5.6,1,315
1684109,10 Minutes to Downtown  Epic Views!,4117051,Louise,28805,35.60616325,-82.48606124,Entire home/apt,275,3,35,4/13/2016,1.14,2,251
8534163,Master Bedroom with Private Bath,29950328,Ellie,28805,35.64402309,-82.47489971,Private room,50,1,29,4/8/2016,4.18,7,115
4831087,Nanna's Nook,637074,Johanna,28805,35.58744051,-82.50149596,Entire home/apt,110,2,1,1/1/2015,0.06,4,0
4874279,Queen memory foam on top of futon,649014,Ann-Lee,28805,35.59601255,-82.51822427,Private room,65,1,4,10/19/2015,0.36,1,364
11483381,Asheville East Mountainside Retreat,59538295,Jeanine,28805,35.64107858,-82.47237842,Entire home/apt,139,3,0,,,2,64
3655370,Beautiful home with a view! 4,614610,Linda,28805,35.62259913,-82.50417329,Entire home/apt,225,2,6,4/12/2015,0.29,4,341
1788770,Modern Master - Minutes to Downtown,9385592,Kelsey,28805,35.61774245,-82.47610852,Entire home/apt,79,2,24,10/20/2015,0.79,3,365
3935444,Serenity 12 minutes from downtown,17014946,Patrick,28805,35.60792313,-82.48052611,Private room,49,2,28,3/21/2016,1.4,4,351
10085566,Woodsy basement studio mins to town,29820165,Kathleen,28805,35.59998653,-82.51582569,Entire home/apt,75,3,0,,,1,365
7103096,25 Acre Retreat 9 Miles to Downtown,37220035,W N C,28805,35.64418772,-82.46848847,Entire home/apt,120,2,14,1/5/2016,1.58,1,348
7630648,Sunny Modern Country Apartment,40029182,Matt,28805,35.64462345,-82.48023379,Entire home/apt,75,2,38,4/6/2016,4.71,1,279
10785231,Secluded but convenient cabin,51104544,Simms,28805,35.61422188,-82.48926392,Entire home/apt,125,2,1,3/22/2016,0.91,2,333
8208540,NEW: 12 minutes to downtown,17014946,Patrick,28805,35.60981394,-82.48117389,Entire home/apt,179,3,4,3/30/2016,0.66,4,343
11363447,Asheville Mountainside Getaway,59538295,Jeanine,28805,35.64118555,-82.47012382,Entire home/apt,129,3,1,4/18/2016,1,2,202
12425483,Tiny retreat just off the intereste,8631226,Drew,28805,35.58449438,-82.46119044,Private room,85,1,0,,,1,88
9062255,Zen Garden Home and Gardens,47271331,Norma,28805,35.59956657,-82.49937749,Private room,95,1,11,4/16/2016,1.96,1,361
4044976,Quietude 12 minutes from downtown,17014946,Patrick,28805,35.60973035,-82.48164473,Private room,59,2,46,11/10/2015,2.38,4,348
5124601,Secluded Modern Cabin with Hot Tub,26487136,Shari & Spencer,28805,35.64176089,-82.45455708,Entire home/apt,275,2,40,4/17/2016,3.24,1,245
2605869,Cozy place 6.5 miles to Downtown,9385592,Kelsey,28805,35.61582182,-82.48317994,Entire home/apt,125,3,10,4/16/2016,0.4,3,74
5151226,Convenient to Everything! Private,4117051,Louise,28805,35.60790857,-82.48700252,Entire home/apt,260,3,16,4/17/2016,1.77,2,207
12143952,Creekside Bed & Breakfast(homemade),65196013,Alexi,28805,35.60030176,-82.47564455,Private room,105,1,4,4/20/2016,4,1,318
6258968,Awesome Asheville Space!,18270807,Chris And Nichole,28805,35.621464,-82.4777825,Entire home/apt,65,2,29,4/11/2016,2.54,1,362
7840094,Quiet rustic home in the mountains,25505537,Mike,28805,35.58333223,-82.50976832,Entire home/apt,110,2,3,10/19/2015,0.39,2,84
9944111,Serenity Yurt,51104544,Simms,28805,35.61599148,-82.48873488,Entire home/apt,140,2,7,3/29/2016,1.93,2,278
6290666,Quiet Getaway with Charm and Views,21539203,Dorothy,28805,35.59403703,-82.53652757,Entire home/apt,99,2,56,4/17/2016,4.88,1,322
7970419,Spacious townhome close to downtown,40153234,Mike And Lauren,28804,35.62951513,-82.58151487,Entire home/apt,220,1,9,3/20/2016,1.38,1,365
846221,Town and Mountain Peaceful Retreat,4418555,Bart,28804,35.64270725,-82.51219447,Entire home/apt,177,2,47,3/8/2016,1.26,1,358
1320834,Historic Log Cabin Asheville (18),3209278,John And Maria,28804,35.66042954,-82.58275484,Entire home/apt,125,1,23,4/11/2016,0.68,21,344
4448604,"LG Private Rm, Entrance and Bathrm!",5656896,Michael,28804,35.62244879,-82.56140351,Private room,49,2,23,4/17/2016,2.66,2,256
8085716,Country Living in the City Limits,37087591,Michael,28804,35.63113484,-82.57204999,Private room,45,2,17,4/17/2016,2.22,2,347
8848367,North Asheville Cozy Abode,42931116,Eva,28804,35.61833185,-82.55769012,Private room,45,1,13,4/6/2016,2.44,3,359
8030827,Share My Home Above Asheville,41655102,Ron,28804,35.62134948,-82.51279405,Private room,200,2,16,1/5/2016,2.15,2,330
6004216,Your room is ready in Asheville!,31169927,Gordon & Victoria,28804,35.62301392,-82.57294027,Private room,65,1,63,4/11/2016,5.29,1,347
1654188,A Lovely Room in a Lovely Home ,4027999,Susan & Gary,28804,35.67941713,-82.5799715,Private room,59,2,40,12/19/2015,1.3,1,337
11862680,Cozy Twin Bedroom - near downtown,27659994,Claire,28804,35.61353802,-82.55466019,Private room,49,1,4,4/10/2016,3.75,1,322
7984387,Sweet Sunny Suite w/ Fenced in Yard,4883560,Lindsay,28804,35.62944138,-82.59317223,Private room,70,2,6,10/19/2015,0.79,1,166
11980345,"Downtown, River Arts, W Asheville",3894732,Brit,28804,35.62504725,-82.57834598,Private room,55,1,1,3/26/2016,1,5,313
7956588,Magnificent Mountain Top Home,41655102,Ron,28804,35.62292404,-82.51281342,Private room,200,2,13,1/1/2016,1.7,2,257
4363562,"Casita Suzana,  just N. of downtown",124885,Suzanne,28804,35.61354762,-82.55444982,Private room,58,2,12,4/4/2016,0.67,1,82
7000847,"Private, sunny suite near Downtown",36703313,Anders,28804,35.63610271,-82.58176209,Private room,45,1,45,4/11/2016,4.79,1,322
8848210,Private Rest Haven,42931116,Eva,28804,35.61879482,-82.55925511,Private room,50,1,1,1/2/2016,0.27,3,361
10089256,Spa Retreat Asheville,6278782,Robert,28804,35.6525784,-82.54258762,Private room,100,2,0,,,1,68
5656985,Mountain BR w/Exercise Room & Patio,11441767,David,28804,35.63125911,-82.527409,Private room,20,15,0,,,2,363
4129119,Bungalow and BBQ,21420468,Christine,28804,35.61539985,-82.55519946,Private room,68,1,113,4/18/2016,6.3,1,140
4045013,It's All About The View,20973612,Matthew,28804,35.65450509,-82.54202626,Entire home/apt,280,2,17,4/10/2016,1.07,2,236
11356858,Modern Tiny House on Wheels,13239492,Elena,28804,35.68163558,-82.58808566,Entire home/apt,72,2,8,4/18/2016,4.9,1,2
854833,Historic Log Cabin Asheville (9),3209278,John And Maria,28804,35.66146691,-82.58260174,Entire home/apt,85,1,46,4/3/2016,1.22,21,315
10781486,New Home 7 min. from downtown,50851639,Courtney,28804,35.6574787,-82.56798323,Entire home/apt,70,2,4,4/17/2016,2.55,1,70
1492077,Historic Log Cabin Asheville (5),3209278,John And Maria,28804,35.66000647,-82.58241431,Entire home/apt,85,1,46,3/28/2016,1.51,21,321
826076,Historic Log Cabin Asheville (7),3209278,John And Maria,28804,35.66097019,-82.58243074,Entire home/apt,85,1,37,3/18/2016,0.96,21,339
1282834,Black Bear Lodge - Asheville,3209278,John And Maria,28804,35.66010428,-82.58193626,Entire home/apt,245,2,31,4/11/2016,0.93,21,309
1272147,Historic Log Cabin Asheville (12),3209278,John And Maria,28804,35.66007279,-82.58178206,Entire home/apt,105,1,31,3/28/2016,0.99,21,343
8593311,Your Home Away From Home,45224445,Sandra,28804,35.67663552,-82.57773606,Entire home/apt,185,2,17,4/8/2016,2.63,1,312
6601781,Asheville Lake Retreat - Hot Tub,3209278,John And Maria,28804,35.67122797,-82.57810616,Entire home/apt,335,3,5,4/11/2016,0.61,21,338
1408631,Historic Log Cabin Asheville (20),3209278,John And Maria,28804,35.6617705,-82.58261893,Entire home/apt,140,1,13,3/26/2016,0.42,21,345
6107573,Historic Log Cabin Asheville (1),3209278,John And Maria,28804,35.66106364,-82.58118187,Entire home/apt,110,1,8,4/11/2016,0.76,21,338
6915829,Historic Log Cabin Asheville (2),3209278,John And Maria,28804,35.66114613,-82.58079517,Entire home/apt,105,1,1,12/31/2015,0.26,21,340
3893957,Asheville Home Near Beautiful Lake,20153731,Mary,28804,35.63144172,-82.57170879,Entire home/apt,175,3,5,7/19/2015,0.26,1,342
3924937,View of Downtown and Mt. Pisgah!,20119031,Jessica,28804,35.62909282,-82.5860798,Entire home/apt,121,2,18,4/11/2016,0.97,1,118
11834296,Lodges at Beaver Lake,50901993,Kevin,28804,35.63656554,-82.57636065,Entire home/apt,150,2,0,,,1,365
6184213,Garden Apartment 2 Miles From DT,22418650,Rebekah,28804,35.62651003,-82.54969933,Entire home/apt,110,2,28,4/10/2016,2.67,1,75
11475492,Secluded Setting near downtown,60384320,Gene,28804,35.60048032,-82.54096721,Entire home/apt,150,2,0,,,1,322
4108784,Everything Zen,3221035,Mark,28804,35.62284407,-82.60680564,Entire home/apt,85,2,50,4/1/2016,2.65,1,10
8732095,Bright Sunny Bungalow 5 min D/T AVL,45812933,Audrey,28804,35.62840168,-82.58116766,Entire home/apt,100,2,26,4/17/2016,4.02,1,311
11320916,Relaxing cottage w/mountain views,6074062,Mellissa,28804,35.62736043,-82.612017,Entire home/apt,75,2,1,4/17/2016,1,3,326
3986614,Private 1 BD/BA Cottage -N. Aville,5656896,Michael,28804,35.62341561,-82.56087353,Entire home/apt,75,2,33,4/21/2016,2.89,2,318
3424947,Cozy Apt in N. Avl- Close to all! ,17262820,Laura,28804,35.62972392,-82.58693744,Entire home/apt,120,2,32,3/10/2016,1.48,1,326
7340132,Yurt Nest at Green Oaks Community,481489,Valerie,28804,35.63204083,-82.58511492,Entire home/apt,88,2,28,4/17/2016,3.31,2,159
7347299,Historic Log Cabin Asheville (19),3209278,John And Maria,28804,35.66150721,-82.5811804,Entire home/apt,140,1,1,11/23/2015,0.2,21,344
1066156,Lucky W Cottage-city and country!,4834939,Jessica,28804,35.64609789,-82.516053,Entire home/apt,135,2,190,4/16/2016,5.21,1,291
7366707,Historic Log Cabin Asheville (10),3209278,John And Maria,28804,35.66129109,-82.58038501,Entire home/apt,105,1,4,3/16/2016,0.55,21,357
38585,Charming Victorian twin BR for 2,165529,Evelyne,28804,35.65145876,-82.6279183,Private room,50,1,76,3/16/2016,1.14,1,360
10527873,Elder & Kid friendly home,54286550,Liat,28804,35.62629716,-82.55552434,Private room,55,1,2,2/28/2016,0.9,1,349
11586894,Spacious Mountain home in Asheville,31979774,Bernadette,28804,35.62605033,-82.51763976,Entire home/apt,600,3,0,,,1,337
7366555,Spacious Home in Historic Area,1575477,Sarah,28804,35.6269352,-82.54406882,Entire home/apt,450,3,0,,,1,365
10577264,Historic Log Cabin Asheville (15),3209278,John And Maria,28804,35.65968362,-82.5810015,Entire home/apt,95,1,4,3/29/2016,1.62,21,336
7090481,Town Mountain Guest Suite on BRPkwy,17476121,Lisa,28804,35.6347122,-82.49810548,Entire home/apt,120,1,8,4/10/2016,1.3,1,350
8472769,"Sunny, private retreat near town",15891295,Emily,28804,35.64420098,-82.5715503,Entire home/apt,125,2,4,1/3/2016,0.83,1,293
